record_id,train_id,log_date,days_since_last_deep_clean,avg_daily_passenger_load,route_type,was_rainy_day,serviced_special_event,actual_dirtiness_score
73,1,2025-10-12,1,17617,COMMERCIAL,False,False,0.2738
74,1,2025-10-13,2,9548,COMMERCIAL,False,False,0.1054
75,1,2025-10-14,3,15058,COMMERCIAL,False,False,0.2764
76,1,2025-10-15,4,15399,COMMERCIAL,False,False,0.3183
77,1,2025-10-16,5,14638,COMMERCIAL,False,False,0.3326
78,1,2025-10-17,6,15277,COMMERCIAL,False,False,0.3819
79,1,2025-10-18,7,19220,COMMERCIAL,False,False,0.5138
80,1,2025-10-19,8,16957,COMMERCIAL,False,False,0.4906
81,1,2025-10-20,9,14739,COMMERCIAL,False,False,0.4685
82,1,2025-10-21,10,19334,COMMERCIAL,False,False,0.6167
83,1,2025-10-22,11,14798,COMMERCIAL,False,False,0.5366
84,1,2025-10-23,12,9985,COMMERCIAL,False,False,0.4496
85,1,2025-10-24,13,8510,COMMERCIAL,False,False,0.4461
86,1,2025-10-25,14,11548,COMMERCIAL,False,False,0.5554
87,1,2025-10-26,15,19738,COMMERCIAL,False,False,0.7934
88,1,2025-10-27,0,13726,COMMERCIAL,False,False,0.1431
89,1,2025-10-28,1,16513,COMMERCIAL,False,False,0.2462
90,1,2025-10-29,2,15321,COMMERCIAL,False,False,0.2497
91,1,2025-10-30,3,9215,COMMERCIAL,False,False,0.1304
92,1,2025-10-31,4,12887,COMMERCIAL,False,False,0.2555
93,1,2025-11-01,5,14215,COMMERCIAL,True,False,0.472
94,1,2025-11-02,6,17315,COMMERCIAL,False,False,0.4329
95,1,2025-11-03,7,9735,COMMERCIAL,False,False,0.2767
96,1,2025-11-04,8,11978,COMMERCIAL,False,False,0.3661
97,1,2025-11-05,9,17852,COMMERCIAL,False,False,0.5463
98,1,2025-11-06,10,11086,COMMERCIAL,False,False,0.4105
99,1,2025-11-07,11,17573,COMMERCIAL,True,False,0.756
100,1,2025-11-08,0,18604,COMMERCIAL,True,False,0.4151
101,1,2025-11-09,1,10515,COMMERCIAL,True,False,0.2462
102,1,2025-11-10,2,15685,COMMERCIAL,False,False,0.2588
103,1,2025-11-11,3,8964,COMMERCIAL,True,False,0.2741
104,1,2025-11-12,4,9142,COMMERCIAL,True,False,0.3119
105,1,2025-11-13,5,11930,COMMERCIAL,False,False,0.2649
106,1,2025-11-14,6,14669,COMMERCIAL,False,False,0.3667
107,1,2025-11-15,7,14431,COMMERCIAL,False,False,0.3941
108,1,2025-11-16,8,8733,COMMERCIAL,False,False,0.285
109,1,2025-11-17,9,10309,COMMERCIAL,True,False,0.5077
110,1,2025-11-18,10,13021,COMMERCIAL,False,False,0.4589
111,1,2025-11-19,11,13555,COMMERCIAL,True,False,0.6555
112,1,2025-11-20,12,15772,COMMERCIAL,True,False,0.7443
113,1,2025-11-21,0,9343,COMMERCIAL,True,False,0.1836
114,1,2025-11-22,1,11500,COMMERCIAL,False,False,0.1208
115,1,2025-11-23,2,15640,COMMERCIAL,True,False,0.4077
116,1,2025-11-24,3,16194,COMMERCIAL,False,False,0.3048
117,1,2025-11-25,4,9118,COMMERCIAL,True,False,0.3113
118,1,2025-11-26,5,17914,COMMERCIAL,False,False,0.4145
119,1,2025-11-27,6,8176,COMMERCIAL,False,False,0.2044
120,1,2025-11-28,7,15485,COMMERCIAL,False,False,0.4205
121,1,2025-11-29,8,19972,COMMERCIAL,False,False,0.566
122,1,2025-11-30,9,9756,COMMERCIAL,False,False,0.3439
123,1,2025-12-01,10,11641,COMMERCIAL,False,False,0.4244
124,1,2025-12-02,11,18181,COMMERCIAL,False,False,0.6212
125,1,2025-12-03,12,14165,COMMERCIAL,True,False,0.7041
126,1,2025-12-04,0,14960,COMMERCIAL,False,False,0.174
127,1,2025-12-05,1,17054,COMMERCIAL,True,False,0.4097
128,1,2025-12-06,2,19691,COMMERCIAL,True,False,0.5089
129,1,2025-12-07,3,15675,COMMERCIAL,False,False,0.2919
130,1,2025-12-08,4,19455,COMMERCIAL,False,False,0.4197
131,1,2025-12-09,5,16291,COMMERCIAL,False,False,0.3739
132,1,2025-12-10,6,15306,COMMERCIAL,False,False,0.3827
133,1,2025-12-11,7,19922,COMMERCIAL,False,False,0.5314
134,1,2025-12-12,8,9091,COMMERCIAL,False,False,0.2939
135,1,2025-12-13,9,11700,COMMERCIAL,False,False,0.3925
136,1,2025-12-14,10,12506,COMMERCIAL,False,False,0.446
137,1,2025-12-15,11,19001,COMMERCIAL,False,False,0.6417
138,1,2025-12-16,12,11806,COMMERCIAL,False,False,0.4952
139,1,2025-12-17,13,9093,COMMERCIAL,False,False,0.4607
140,1,2025-12-18,14,18064,COMMERCIAL,False,False,0.7183
141,1,2025-12-19,0,10312,COMMERCIAL,False,False,0.0578
142,1,2025-12-20,1,16403,COMMERCIAL,False,False,0.2434
143,1,2025-12-21,2,19216,COMMERCIAL,False,False,0.3471
144,1,2025-12-22,3,8231,COMMERCIAL,False,False,0.1058
145,1,2025-12-23,4,11965,COMMERCIAL,False,False,0.2325
146,1,2025-12-24,5,8149,COMMERCIAL,True,False,0.3204
147,1,2025-12-25,6,12124,COMMERCIAL,False,False,0.3031
148,1,2025-12-26,7,10774,COMMERCIAL,False,False,0.3027
149,1,2025-12-27,8,8065,COMMERCIAL,True,False,0.4183
150,1,2025-12-28,9,13888,COMMERCIAL,False,False,0.4472
151,1,2025-12-29,10,13593,COMMERCIAL,False,False,0.4732
152,1,2025-12-30,11,17401,COMMERCIAL,True,False,0.7517
153,1,2025-12-31,0,18655,COMMERCIAL,False,False,0.2664
154,1,2026-01-01,1,13334,COMMERCIAL,False,False,0.1667
155,1,2026-01-02,2,15669,COMMERCIAL,True,True,0.6584
156,1,2026-01-03,3,16668,COMMERCIAL,False,False,0.3167
157,1,2026-01-04,4,17486,COMMERCIAL,False,False,0.3705
158,1,2026-01-05,5,17509,COMMERCIAL,False,False,0.4044
159,1,2026-01-06,6,18016,COMMERCIAL,False,False,0.4504
160,1,2026-01-07,7,17064,COMMERCIAL,False,False,0.4599
161,1,2026-01-08,8,19036,COMMERCIAL,False,False,0.5426
162,1,2026-01-09,9,12723,COMMERCIAL,True,False,0.5681
163,1,2026-01-10,10,12696,COMMERCIAL,False,False,0.4507
164,1,2026-01-11,11,13143,COMMERCIAL,True,False,0.6452
165,1,2026-01-12,12,8438,COMMERCIAL,False,False,0.411
166,1,2026-01-13,13,18850,COMMERCIAL,False,False,0.7046
167,1,2026-01-14,0,19364,COMMERCIAL,False,False,0.2841
168,1,2026-01-15,1,17022,COMMERCIAL,False,False,0.2589
169,1,2026-01-16,2,12885,COMMERCIAL,False,False,0.1888
170,1,2026-01-17,3,11855,COMMERCIAL,False,False,0.1964
171,1,2026-01-18,4,13172,COMMERCIAL,False,False,0.2626
172,1,2026-01-19,5,8147,COMMERCIAL,True,False,0.3203
173,1,2026-01-20,6,19632,COMMERCIAL,True,False,0.6408
174,1,2026-01-21,7,17956,COMMERCIAL,False,False,0.4822
175,1,2026-01-22,8,10067,COMMERCIAL,True,False,0.4683
176,1,2026-01-23,9,16711,COMMERCIAL,False,False,0.5178
177,1,2026-01-24,10,18589,COMMERCIAL,False,False,0.5981
178,1,2026-01-25,11,13889,COMMERCIAL,False,False,0.5139
179,1,2026-01-26,12,12747,COMMERCIAL,False,False,0.5187
180,1,2026-01-27,13,11305,COMMERCIAL,False,False,0.516
181,2,2025-08-01,0,13726,COMMERCIAL,True,False,0.2932
182,2,2025-08-02,1,14847,COMMERCIAL,True,False,0.3545
183,2,2025-08-03,2,11143,COMMERCIAL,False,False,0.1452
184,2,2025-08-04,3,17253,COMMERCIAL,False,False,0.3313
185,2,2025-08-05,4,19717,COMMERCIAL,False,False,0.4263
186,2,2025-08-06,5,9764,COMMERCIAL,True,False,0.3608
187,2,2025-08-07,6,8277,COMMERCIAL,False,False,0.2069
188,2,2025-08-08,7,11047,COMMERCIAL,False,True,0.5595
189,2,2025-08-09,8,12349,COMMERCIAL,True,False,0.5254
190,2,2025-08-10,9,16698,COMMERCIAL,False,False,0.5174
191,2,2025-08-11,10,13550,COMMERCIAL,True,False,0.6221
192,2,2025-08-12,11,8084,COMMERCIAL,True,False,0.5188
193,2,2025-08-13,12,9760,COMMERCIAL,False,False,0.444
194,2,2025-08-14,13,8542,COMMERCIAL,True,False,0.5969
195,2,2025-08-15,14,14893,COMMERCIAL,False,False,0.639
196,2,2025-08-16,15,15069,COMMERCIAL,True,False,0.8267
197,2,2025-08-17,0,17745,COMMERCIAL,False,False,0.2436
198,2,2025-08-18,1,10709,COMMERCIAL,False,False,0.1011
199,2,2025-08-19,2,16577,COMMERCIAL,True,False,0.4311
200,2,2025-08-20,3,17956,COMMERCIAL,False,False,0.3489
201,2,2025-08-21,4,19203,COMMERCIAL,False,False,0.4134
202,2,2025-08-22,5,9215,COMMERCIAL,False,False,0.197
203,2,2025-08-23,6,8322,COMMERCIAL,False,False,0.2081
204,2,2025-08-24,7,17394,COMMERCIAL,True,False,0.6182
205,2,2025-08-25,8,12320,COMMERCIAL,True,False,0.5247
206,2,2025-08-26,9,8595,COMMERCIAL,False,False,0.3149
207,2,2025-08-27,10,19293,COMMERCIAL,True,False,0.7657
208,2,2025-08-28,0,11252,COMMERCIAL,False,False,0.0813
209,2,2025-08-29,1,8234,COMMERCIAL,False,False,0.0392
210,2,2025-08-30,2,19209,COMMERCIAL,False,False,0.3469
211,2,2025-08-31,3,16652,COMMERCIAL,False,False,0.3163
212,2,2025-09-01,4,10363,COMMERCIAL,False,False,0.1924
213,2,2025-09-02,5,10882,COMMERCIAL,True,False,0.3887
214,2,2025-09-03,6,12535,COMMERCIAL,False,False,0.3134
215,2,2025-09-04,7,8267,COMMERCIAL,True,False,0.39
216,2,2025-09-05,8,13437,COMMERCIAL,False,False,0.4026
217,2,2025-09-06,9,18826,COMMERCIAL,False,False,0.5706
218,2,2025-09-07,10,12569,COMMERCIAL,False,False,0.4476
219,2,2025-09-08,11,16348,COMMERCIAL,False,False,0.5754
220,2,2025-09-09,12,15694,COMMERCIAL,False,False,0.5924
221,2,2025-09-10,13,10098,COMMERCIAL,True,False,0.6358
222,2,2025-09-11,14,10544,COMMERCIAL,False,False,0.5303
223,2,2025-09-12,15,12054,COMMERCIAL,False,False,0.6014
224,2,2025-09-13,16,9034,COMMERCIAL,True,False,0.6759
225,2,2025-09-14,17,10352,COMMERCIAL,True,False,0.7088
226,2,2025-09-15,0,18462,COMMERCIAL,True,False,0.4115
227,2,2025-09-16,1,9090,COMMERCIAL,False,False,0.0606
228,2,2025-09-17,2,17985,COMMERCIAL,False,False,0.3163
229,2,2025-09-18,3,19839,COMMERCIAL,False,False,0.396
230,2,2025-09-19,4,17521,COMMERCIAL,False,False,0.3714
231,2,2025-09-20,5,19074,COMMERCIAL,False,True,0.6935
232,2,2025-09-21,6,13594,COMMERCIAL,False,False,0.3398
233,2,2025-09-22,7,15374,COMMERCIAL,True,False,0.5677
234,2,2025-09-23,8,17938,COMMERCIAL,True,False,0.6651
235,2,2025-09-24,9,14563,COMMERCIAL,False,False,0.4641
236,2,2025-09-25,10,17131,COMMERCIAL,False,False,0.5616
237,2,2025-09-26,11,17134,COMMERCIAL,False,False,0.595
238,2,2025-09-27,12,17767,COMMERCIAL,False,False,0.6442
239,2,2025-09-28,13,13885,COMMERCIAL,True,False,0.7305
240,2,2025-09-29,0,8287,COMMERCIAL,False,False,0.0072
241,2,2025-09-30,1,11481,COMMERCIAL,False,False,0.1204
242,2,2025-10-01,2,19484,COMMERCIAL,False,False,0.3538
243,2,2025-10-02,3,18824,COMMERCIAL,False,False,0.3706
244,2,2025-10-03,4,9530,COMMERCIAL,True,False,0.3216
245,2,2025-10-04,5,14714,COMMERCIAL,False,True,0.5845
246,2,2025-10-05,6,11658,COMMERCIAL,False,False,0.2914
247,2,2025-10-06,7,11804,COMMERCIAL,True,False,0.4784
248,2,2025-10-07,8,9497,COMMERCIAL,False,False,0.3041
249,2,2025-10-08,9,8481,COMMERCIAL,False,False,0.312
250,2,2025-10-09,10,10199,COMMERCIAL,False,False,0.3883
251,2,2025-10-10,11,18587,COMMERCIAL,True,False,0.7813
252,2,2025-10-11,0,17931,COMMERCIAL,True,False,0.3983
253,2,2025-10-12,1,10589,COMMERCIAL,True,False,0.2481
254,2,2025-10-13,2,9938,COMMERCIAL,False,False,0.1151
255,2,2025-10-14,3,18713,COMMERCIAL,True,False,0.5178
256,2,2025-10-15,4,10512,COMMERCIAL,False,False,0.1961
257,2,2025-10-16,5,15938,COMMERCIAL,False,True,0.6151
258,2,2025-10-17,6,8870,COMMERCIAL,False,False,0.2218
259,2,2025-10-18,7,19875,COMMERCIAL,True,False,0.6802
260,2,2025-10-19,8,9760,COMMERCIAL,False,False,0.3107
261,2,2025-10-20,9,11325,COMMERCIAL,False,False,0.3831
262,2,2025-10-21,10,9273,COMMERCIAL,False,False,0.3652
263,2,2025-10-22,11,19739,COMMERCIAL,False,False,0.6601
264,2,2025-10-23,12,13149,COMMERCIAL,False,False,0.5287
265,2,2025-10-24,13,9320,COMMERCIAL,False,False,0.4663
266,2,2025-10-25,14,17416,COMMERCIAL,False,False,0.7021
267,2,2025-10-26,0,10961,COMMERCIAL,False,False,0.074
268,2,2025-10-27,1,13975,COMMERCIAL,True,False,0.3327
269,2,2025-10-28,2,9292,COMMERCIAL,False,False,0.099
270,2,2025-10-29,3,13311,COMMERCIAL,False,False,0.2328
271,2,2025-10-30,4,15423,COMMERCIAL,False,False,0.3189
272,2,2025-10-31,5,14292,COMMERCIAL,True,False,0.474
273,2,2025-11-01,6,9485,COMMERCIAL,False,False,0.2371
274,2,2025-11-02,7,17298,COMMERCIAL,False,False,0.4658
275,2,2025-11-03,8,16499,COMMERCIAL,False,False,0.4791
276,2,2025-11-04,9,18751,COMMERCIAL,False,False,0.5688
277,2,2025-11-05,10,13217,COMMERCIAL,False,False,0.4638
278,2,2025-11-06,11,15615,COMMERCIAL,False,False,0.557
279,2,2025-11-07,12,18255,COMMERCIAL,False,False,0.6564
280,2,2025-11-08,13,19507,COMMERCIAL,False,False,0.721
281,2,2025-11-09,0,11756,COMMERCIAL,True,False,0.2439
282,2,2025-11-10,1,14635,COMMERCIAL,False,False,0.1992
283,2,2025-11-11,2,12777,COMMERCIAL,False,False,0.1861
284,2,2025-11-12,3,14934,COMMERCIAL,True,False,0.4234
285,2,2025-11-13,4,10310,COMMERCIAL,True,False,0.3411
286,2,2025-11-14,5,15730,COMMERCIAL,True,False,0.5099
287,2,2025-11-15,6,11715,COMMERCIAL,True,False,0.4429
288,2,2025-11-16,7,14145,COMMERCIAL,False,False,0.387
289,2,2025-11-17,8,10338,COMMERCIAL,False,False,0.3251
290,2,2025-11-18,9,17248,COMMERCIAL,False,False,0.5312
291,2,2025-11-19,10,13765,COMMERCIAL,False,False,0.4775
292,2,2025-11-20,11,10808,COMMERCIAL,False,False,0.4369
293,2,2025-11-21,12,17851,COMMERCIAL,True,False,0.7963
294,2,2025-11-22,0,11985,COMMERCIAL,True,False,0.2496
295,2,2025-11-23,1,18424,COMMERCIAL,False,False,0.2939
296,2,2025-11-24,2,12466,COMMERCIAL,False,False,0.1783
297,2,2025-11-25,3,15173,COMMERCIAL,True,False,0.4293
298,2,2025-11-26,4,15442,COMMERCIAL,False,False,0.3194
299,2,2025-11-27,5,14316,COMMERCIAL,True,False,0.4746
300,2,2025-11-28,6,8538,COMMERCIAL,True,False,0.3634
301,2,2025-11-29,7,10425,COMMERCIAL,False,False,0.294
302,2,2025-11-30,8,19660,COMMERCIAL,False,False,0.5582
303,2,2025-12-01,9,14589,COMMERCIAL,False,False,0.4647
304,2,2025-12-02,10,18929,COMMERCIAL,True,False,0.7566
305,2,2025-12-03,0,19993,COMMERCIAL,False,True,0.5498
306,2,2025-12-04,1,16496,COMMERCIAL,False,False,0.2457
307,2,2025-12-05,2,16754,COMMERCIAL,True,False,0.4355
308,2,2025-12-06,3,17057,COMMERCIAL,False,False,0.3264
309,2,2025-12-07,4,18640,COMMERCIAL,False,False,0.3993
310,2,2025-12-08,5,14254,COMMERCIAL,False,False,0.323
311,2,2025-12-09,6,19422,COMMERCIAL,False,False,0.4855
312,2,2025-12-10,7,10813,COMMERCIAL,False,False,0.3037
313,2,2025-12-11,8,9805,COMMERCIAL,False,False,0.3118
314,2,2025-12-12,9,11821,COMMERCIAL,False,False,0.3955
315,2,2025-12-13,10,17678,COMMERCIAL,False,False,0.5753
316,2,2025-12-14,11,14398,COMMERCIAL,False,False,0.5266
317,2,2025-12-15,12,12540,COMMERCIAL,True,False,0.6635
318,2,2025-12-16,13,15748,COMMERCIAL,True,False,0.777
319,2,2025-12-17,0,16649,COMMERCIAL,False,False,0.2162
320,2,2025-12-18,1,15869,COMMERCIAL,False,False,0.2301
321,2,2025-12-19,2,14599,COMMERCIAL,False,False,0.2316
322,2,2025-12-20,3,17336,COMMERCIAL,False,False,0.3334
323,2,2025-12-21,4,11639,COMMERCIAL,True,False,0.3743
324,2,2025-12-22,5,12295,COMMERCIAL,False,False,0.274
325,2,2025-12-23,6,15739,COMMERCIAL,False,True,0.6435
326,2,2025-12-24,7,12347,COMMERCIAL,False,False,0.342
327,2,2025-12-25,8,12312,COMMERCIAL,False,False,0.3745
328,2,2025-12-26,9,18388,COMMERCIAL,False,False,0.5597
329,2,2025-12-27,10,8691,COMMERCIAL,True,False,0.5006
330,2,2025-12-28,11,12281,COMMERCIAL,False,False,0.4737
331,2,2025-12-29,12,13511,COMMERCIAL,False,False,0.5378
332,2,2025-12-30,13,8152,COMMERCIAL,False,False,0.4371
333,2,2025-12-31,14,13553,COMMERCIAL,True,False,0.7555
334,2,2026-01-01,0,12739,COMMERCIAL,True,False,0.2685
335,2,2026-01-02,1,8681,COMMERCIAL,True,False,0.2004
336,2,2026-01-03,2,11508,COMMERCIAL,False,False,0.1544
337,2,2026-01-04,3,11097,COMMERCIAL,False,False,0.1774
338,2,2026-01-05,4,11026,COMMERCIAL,False,True,0.459
339,2,2026-01-06,5,9037,COMMERCIAL,False,True,0.4426
340,2,2026-01-07,6,12295,COMMERCIAL,False,False,0.3074
341,2,2026-01-08,7,12452,COMMERCIAL,True,True,0.7446
342,2,2026-01-09,0,13872,COMMERCIAL,False,False,0.1468
343,2,2026-01-10,1,13499,COMMERCIAL,True,False,0.3208
344,2,2026-01-11,2,11043,COMMERCIAL,False,False,0.1427
345,2,2026-01-12,3,15712,COMMERCIAL,False,False,0.2928
346,2,2026-01-13,4,17163,COMMERCIAL,False,False,0.3624
347,2,2026-01-14,5,14275,COMMERCIAL,False,False,0.3235
348,2,2026-01-15,6,9856,COMMERCIAL,True,False,0.3964
349,2,2026-01-16,7,12061,COMMERCIAL,False,False,0.3349
350,2,2026-01-17,8,14782,COMMERCIAL,False,False,0.4362
351,2,2026-01-18,9,16198,COMMERCIAL,False,False,0.505
352,2,2026-01-19,10,18506,COMMERCIAL,False,False,0.596
353,2,2026-01-20,11,11710,COMMERCIAL,False,False,0.4594
354,2,2026-01-21,12,12084,COMMERCIAL,False,False,0.5021
355,2,2026-01-22,13,9568,COMMERCIAL,False,True,0.7225
356,2,2026-01-23,0,18947,COMMERCIAL,True,False,0.4237
357,2,2026-01-24,1,9547,COMMERCIAL,False,False,0.072
358,2,2026-01-25,2,13823,COMMERCIAL,False,False,0.2122
359,2,2026-01-26,3,16937,COMMERCIAL,False,False,0.3234
360,2,2026-01-27,4,19932,COMMERCIAL,True,False,0.5816
361,3,2025-08-01,0,9134,COMMERCIAL,False,False,0.0284
362,3,2025-08-02,1,19866,COMMERCIAL,False,False,0.33
363,3,2025-08-03,2,17491,COMMERCIAL,True,True,0.7039
364,3,2025-08-04,0,10658,COMMERCIAL,False,False,0.0664
365,3,2025-08-05,1,12803,COMMERCIAL,False,True,0.4034
366,3,2025-08-06,2,18439,COMMERCIAL,True,False,0.4776
367,3,2025-08-07,3,13786,COMMERCIAL,False,False,0.2447
368,3,2025-08-08,4,12696,COMMERCIAL,True,False,0.4007
369,3,2025-08-09,5,18564,COMMERCIAL,False,False,0.4308
370,3,2025-08-10,6,9337,COMMERCIAL,False,False,0.2334
371,3,2025-08-11,7,19374,COMMERCIAL,False,False,0.5177
372,3,2025-08-12,8,14893,COMMERCIAL,False,False,0.439
373,3,2025-08-13,9,10427,COMMERCIAL,False,False,0.3607
374,3,2025-08-14,10,15225,COMMERCIAL,True,False,0.664
375,3,2025-08-15,11,10187,COMMERCIAL,False,False,0.4213
376,3,2025-08-16,12,10434,COMMERCIAL,True,False,0.6109
377,3,2025-08-17,13,19936,COMMERCIAL,False,False,0.7317
378,3,2025-08-18,0,15170,COMMERCIAL,False,False,0.1792
379,3,2025-08-19,1,12271,COMMERCIAL,False,False,0.1401
380,3,2025-08-20,2,9811,COMMERCIAL,False,False,0.1119
381,3,2025-08-21,3,8730,COMMERCIAL,False,False,0.1183
382,3,2025-08-22,4,13962,COMMERCIAL,False,False,0.2824
383,3,2025-08-23,5,18444,COMMERCIAL,False,False,0.4278
384,3,2025-08-24,6,8023,COMMERCIAL,True,False,0.3506
385,3,2025-08-25,7,19721,COMMERCIAL,False,False,0.5264
386,3,2025-08-26,8,18036,COMMERCIAL,False,False,0.5176
387,3,2025-08-27,9,11107,COMMERCIAL,True,False,0.5277
388,3,2025-08-28,10,15076,COMMERCIAL,False,False,0.5102
389,3,2025-08-29,11,17583,COMMERCIAL,True,False,0.7562
390,3,2025-08-30,0,17898,COMMERCIAL,False,False,0.2474
391,3,2025-08-31,1,14240,COMMERCIAL,False,False,0.1893
392,3,2025-09-01,2,8932,COMMERCIAL,False,False,0.09
393,3,2025-09-02,3,17697,COMMERCIAL,False,False,0.3424
394,3,2025-09-03,4,13800,COMMERCIAL,True,False,0.4283
395,3,2025-09-04,5,8093,COMMERCIAL,False,False,0.169
396,3,2025-09-05,6,14876,COMMERCIAL,False,False,0.3719
397,3,2025-09-06,7,17307,COMMERCIAL,False,False,0.466
398,3,2025-09-07,8,11944,COMMERCIAL,False,False,0.3653
399,3,2025-09-08,9,11839,COMMERCIAL,False,False,0.396
400,3,2025-09-09,10,16526,COMMERCIAL,True,False,0.6965
401,3,2025-09-10,11,12587,COMMERCIAL,True,False,0.6313
402,3,2025-09-11,12,11166,COMMERCIAL,False,False,0.4792
403,3,2025-09-12,13,8978,COMMERCIAL,False,False,0.4578
404,3,2025-09-13,14,12373,COMMERCIAL,False,False,0.576
405,3,2025-09-14,15,10886,COMMERCIAL,False,False,0.5721
406,3,2025-09-15,16,14292,COMMERCIAL,True,False,0.8073
407,3,2025-09-16,0,19537,COMMERCIAL,True,False,0.4384
408,3,2025-09-17,1,9264,COMMERCIAL,False,False,0.0649
409,3,2025-09-18,2,19539,COMMERCIAL,False,False,0.3551
