record_id,train_id,snapshot_timestamp,total_kms,age_in_months,avg_vibration_amplitude_mm_s,max_motor_temp_celsius,recent_fault_codes_count,actual_failure_risk_score
59,1,2025-09-28,70390.86,3,0.2967,67.31,1,0.1559
60,1,2025-09-29,70702.68,3,0.2136,61.66,0,0.0282
61,1,2025-09-30,70943.03,3,0.3035,84.52,0,0.3465
62,1,2025-10-01,71305.33,3,0.3,66.61,1,0.1472
63,1,2025-10-02,71524.49,3,0.1492,65.8,2,0.1614
64,1,2025-10-03,72016.05,3,0.1534,61.71,2,0.1068
65,1,2025-10-04,72234.91,3,0.201,61.17,2,0.0997
66,1,2025-10-05,72483.01,3,0.2491,61.44,0,0.0306
67,1,2025-10-06,72788.7,3,0.1319,61.43,2,0.1031
68,1,2025-10-07,73277.33,3,0.2198,60.66,2,0.0957
69,1,2025-10-08,73745.18,3,0.1924,62.72,2,0.1203
70,1,2025-10-09,74094.85,3,0.2127,65.14,1,0.1145
71,1,2025-10-10,74527.93,3,0.1791,61.63,1,0.0657
72,1,2025-10-11,74730.95,3,0.2812,59.01,0,0.0162
73,1,2025-10-12,74957.15,3,0.2377,64.75,1,0.113
74,1,2025-10-13,75318.47,3,0.2456,59.37,1,0.0508
75,1,2025-10-14,75739.8,3,0.9065,60.96,0,0.1227
76,1,2025-10-15,76136.31,3,0.1447,68.13,0,0.1124
77,1,2025-10-16,76479.98,3,0.1945,67.94,1,0.1499
78,1,2025-10-17,76681.75,3,0.1524,64.41,0,0.0628
79,1,2025-10-18,76952.25,3,0.2838,67.33,0,0.1143
80,1,2025-10-19,77417.33,3,0.1174,61.89,2,0.1092
81,1,2025-10-20,77753.79,3,0.1537,67.92,2,0.1895
82,1,2025-10-21,78060.84,3,0.6636,60.85,0,0.0849
83,1,2025-10-22,78467.14,3,0.1537,59.51,2,0.084
84,1,2025-10-23,78739.8,3,0.2314,64.3,1,0.106
85,1,2025-10-24,79163.81,3,0.158,66.11,0,0.0855
86,1,2025-10-25,79636.84,3,0.8463,63.56,2,0.2285
87,1,2025-10-26,80068.87,3,0.2765,67.27,2,0.1924
88,1,2025-10-27,80557.7,3,0.1205,61.15,2,0.0993
89,1,2025-10-28,80830.66,3,0.1675,67.6,2,0.1853
90,1,2025-10-29,81320.08,3,0.2297,61.89,2,0.1137
91,1,2025-10-30,81681.21,3,0.305,66.8,1,0.1504
92,1,2025-10-31,82060.51,3,0.1252,63.85,1,0.0954
93,1,2025-11-01,82392.62,3,0.1158,68.56,0,0.1182
94,1,2025-11-02,82798.25,3,0.1623,69.01,0,0.1241
95,1,2025-11-03,83157.71,3,0.13,65.65,1,0.1193
96,1,2025-11-04,83458.21,3,0.1948,68.43,0,0.1164
97,1,2025-11-05,83908.6,3,0.2014,59.67,0,0.0042
98,1,2025-11-06,84374.02,3,0.2659,60.93,1,0.0663
99,1,2025-11-07,84587.42,3,0.2395,61.81,2,0.1141
100,1,2025-11-08,85015.53,3,0.2113,59.4,2,0.0857
101,1,2025-11-09,85443.86,3,0.1694,63.83,1,0.0951
102,1,2025-11-10,85902.31,3,0.1946,65.61,0,0.0788
103,1,2025-11-11,86296.28,3,0.142,68.86,2,0.2021
104,1,2025-11-12,86637.36,3,0.2192,67.81,1,0.151
105,1,2025-11-13,86899.09,3,0.2033,67.0,0,0.0978
106,1,2025-11-14,87361.49,3,0.5351,66.16,0,0.1364
107,1,2025-11-15,87794.83,3,0.2018,62.49,1,0.0775
108,1,2025-11-16,88291.63,3,0.2177,68.33,0,0.1177
109,1,2025-11-17,88709.65,3,0.1324,65.78,1,0.1211
110,1,2025-11-18,89034.57,3,0.296,66.01,2,0.1786
111,1,2025-11-19,89279.82,3,0.1639,65.09,0,0.0719
112,1,2025-11-20,89484.29,3,0.659,63.07,2,0.1938
113,1,2025-11-21,89686.0,3,0.1864,86.25,1,0.394
114,1,2025-11-22,90032.28,3,0.284,63.83,1,0.1077
115,1,2025-11-23,90513.81,3,0.2446,86.21,0,0.3602
116,1,2025-11-24,90726.65,3,0.1697,81.06,1,0.3248
117,1,2025-11-25,91225.33,3,0.1855,64.4,0,0.0627
118,1,2025-11-26,91660.06,3,0.1676,61.96,1,0.0701
119,1,2025-11-27,92014.86,3,0.1755,61.1,0,0.0187
120,1,2025-11-28,92294.11,3,0.1182,60.5,1,0.0507
121,1,2025-11-29,92777.72,3,0.2537,65.91,0,0.0909
122,1,2025-11-30,93173.46,3,0.2262,68.05,2,0.1953
123,1,2025-12-01,93490.5,3,0.1973,66.6,2,0.1719
124,1,2025-12-02,93827.42,3,0.1714,61.0,2,0.0973
125,1,2025-12-03,94277.67,3,0.2121,65.7,2,0.1618
126,1,2025-12-04,94721.88,3,0.2734,66.54,0,0.1022
127,1,2025-12-05,95171.09,3,0.1152,64.12,1,0.0989
128,1,2025-12-06,95516.41,3,0.2188,60.17,1,0.0491
129,1,2025-12-07,95907.29,3,0.1432,64.03,2,0.1378
130,1,2025-12-08,96179.33,3,0.2845,64.73,0,0.0798
131,1,2025-12-09,96522.65,3,0.2156,60.68,1,0.0554
132,1,2025-12-10,96828.9,3,0.2912,67.84,0,0.1223
133,1,2025-12-11,97084.83,3,0.1778,65.85,0,0.082
134,1,2025-12-12,97513.94,3,0.2494,64.72,2,0.1544
135,1,2025-12-13,97822.33,3,0.2551,85.63,2,0.434
136,1,2025-12-14,98182.28,3,0.1952,66.25,1,0.1274
137,1,2025-12-15,98583.76,3,0.3107,83.65,2,0.416
138,1,2025-12-16,98988.96,3,0.1786,66.32,1,0.1282
139,1,2025-12-17,99278.81,3,0.1421,62.76,1,0.0807
140,1,2025-12-18,99694.06,3,0.183,67.07,0,0.0982
141,1,2025-12-19,100113.6,3,0.2295,65.59,1,0.1229
142,1,2025-12-20,100454.45,3,0.6908,68.61,0,0.1924
143,1,2025-12-21,100690.77,3,0.2407,61.68,1,0.0725
144,1,2025-12-22,101067.91,3,0.1434,64.24,1,0.1005
145,1,2025-12-23,101554.04,3,0.2359,64.36,0,0.0674
146,1,2025-12-24,101827.94,3,0.2815,68.51,2,0.2097
147,1,2025-12-25,102178.4,3,0.2625,65.58,1,0.1277
148,1,2025-12-26,102505.23,3,0.2483,62.3,2,0.122
149,1,2025-12-27,102781.54,3,0.1673,63.42,0,0.0497
150,1,2025-12-28,103137.66,3,0.2836,65.18,0,0.0856
151,1,2025-12-29,103443.05,3,0.134,64.87,0,0.069
152,1,2025-12-30,103869.63,3,0.2584,61.55,2,0.1134
153,1,2025-12-31,104341.56,3,0.2149,62.95,2,0.1255
154,1,2026-01-01,104810.76,3,0.1433,62.61,0,0.0388
155,1,2026-01-02,105143.12,3,0.2253,66.68,1,0.1368
156,1,2026-01-03,105583.45,3,0.1599,64.13,0,0.0591
157,1,2026-01-04,105960.75,3,0.2845,62.85,0,0.0547
158,1,2026-01-05,106308.31,3,0.1691,64.3,0,0.0613
159,1,2026-01-06,106530.76,3,0.1265,67.48,1,0.1438
160,1,2026-01-07,106908.03,3,0.1757,62.32,2,0.1149
161,1,2026-01-08,107215.59,3,0.1777,60.51,1,0.0508
162,1,2026-01-09,107458.59,3,0.1943,69.22,0,0.1269
163,1,2026-01-10,107717.22,3,0.1277,70.0,0,0.1373
164,1,2026-01-11,108145.85,3,0.307,66.91,0,0.1121
165,1,2026-01-12,108365.82,3,0.2209,89.71,1,0.4433
166,1,2026-01-13,108733.25,3,0.2391,70.06,0,0.144
167,1,2026-01-14,108960.36,3,0.1422,64.47,1,0.1036
168,1,2026-01-15,109280.05,3,0.2626,68.55,0,0.1274
169,1,2026-01-16,109535.93,3,0.2726,60.57,1,0.0625
170,1,2026-01-17,109783.05,3,0.2302,66.68,0,0.0976
171,1,2026-01-18,110232.33,3,0.1886,70.25,0,0.1406
172,1,2026-01-19,110732.27,3,0.2838,66.91,0,0.1087
173,1,2026-01-20,111087.14,3,0.1855,68.06,0,0.1115
174,1,2026-01-21,111480.43,3,0.2031,66.22,0,0.0874
175,1,2026-01-22,111751.35,3,0.1689,69.28,0,0.1277
176,1,2026-01-23,112079.57,3,0.1759,67.98,2,0.1904
177,1,2026-01-24,112375.18,3,0.2876,63.79,1,0.1077
178,1,2026-01-25,112734.11,3,0.1737,67.43,1,0.143
179,1,2026-01-26,113130.14,3,0.1437,63.64,1,0.0926
180,1,2026-01-27,113573.57,3,0.2218,63.13,0,0.049
181,2,2025-08-01,80870.78,6,0.2397,66.3,1,0.1379
182,2,2025-08-02,81317.09,6,0.1928,82.02,1,0.3416
183,2,2025-08-03,81773.44,6,0.1318,59.91,0,0.008
184,2,2025-08-04,82184.22,6,0.1771,60.15,2,0.09
185,2,2025-08-05,82553.35,6,0.2009,64.3,1,0.1055
186,2,2025-08-06,82920.13,6,0.1391,61.99,1,0.0745
187,2,2025-08-07,83136.95,6,0.3291,59.79,2,0.1074
188,2,2025-08-08,83556.33,6,0.1624,60.25,0,0.0113
189,2,2025-08-09,83846.15,6,0.262,65.63,0,0.0924
190,2,2025-08-10,84070.11,6,0.1523,62.13,1,0.0764
191,2,2025-08-11,84405.85,6,0.1433,67.34,2,0.1859
192,2,2025-08-12,84838.46,6,0.2257,61.63,2,0.1137
193,2,2025-08-13,85094.6,6,0.6919,62.09,2,0.1897
194,2,2025-08-14,85328.17,6,0.3019,63.38,2,0.1483
195,2,2025-08-15,85676.04,6,0.1744,60.59,1,0.0559
196,2,2025-08-16,86028.04,6,0.2042,66.53,2,0.1757
197,2,2025-08-17,86260.6,6,0.1416,62.56,2,0.1221
198,2,2025-08-18,86632.67,6,0.2035,68.43,1,0.1609
199,2,2025-08-19,86902.23,6,0.1894,68.01,1,0.1548
200,2,2025-08-20,87375.64,6,0.2571,69.03,0,0.137
201,2,2025-08-21,87618.46,6,0.1926,63.13,0,0.0497
202,2,2025-08-22,88099.1,6,0.3098,67.22,0,0.1207
203,2,2025-08-23,88594.2,6,0.2457,64.39,1,0.1134
204,2,2025-08-24,88954.32,6,0.1458,61.97,0,0.0342
205,2,2025-08-25,89308.55,6,0.1966,60.71,0,0.0175
206,2,2025-08-26,89614.45,6,0.2522,68.09,2,0.2037
207,2,2025-08-27,89911.52,6,0.192,61.16,1,0.0635
208,2,2025-08-28,90311.54,6,0.1379,61.43,2,0.1071
209,2,2025-08-29,90566.16,6,0.2264,67.12,0,0.1069
210,2,2025-08-30,90829.9,6,0.9246,69.12,0,0.2383
211,2,2025-08-31,91265.49,6,0.1811,68.18,1,0.1571
212,2,2025-09-01,91634.79,6,0.3177,59.95,0,0.0257
213,2,2025-09-02,91958.79,6,0.2077,64.8,1,0.1132
214,2,2025-09-03,92455.6,6,0.1639,65.98,0,0.0877
215,2,2025-09-04,92843.59,6,0.2821,67.93,1,0.1661
216,2,2025-09-05,93179.43,6,0.2514,66.69,1,0.145
217,2,2025-09-06,93510.35,6,0.217,63.56,0,0.0581
218,2,2025-09-07,93787.06,6,0.3242,68.42,1,0.1788
219,2,2025-09-08,94099.6,6,0.157,65.54,2,0.1618
220,2,2025-09-09,94329.55,6,0.3229,68.68,2,0.2222
221,2,2025-09-10,94657.71,6,0.145,62.17,2,0.1169
222,2,2025-09-11,94965.93,6,0.2287,67.01,0,0.1058
223,2,2025-09-12,95185.4,6,0.2939,60.85,1,0.0735
224,2,2025-09-13,95467.63,6,0.1368,62.85,2,0.126
225,2,2025-09-14,95812.99,6,0.2582,64.34,0,0.0746
226,2,2025-09-15,96200.31,6,0.1304,69.46,1,0.1742
227,2,2025-09-16,96606.7,6,0.236,63.03,2,0.1338
228,2,2025-09-17,97074.82,6,0.2177,60.56,2,0.0981
229,2,2025-09-18,97525.04,6,0.1434,69.79,1,0.1785
230,2,2025-09-19,97835.35,6,0.2315,68.31,1,0.1635
231,2,2025-09-20,98205.31,6,0.2133,65.81,0,0.0875
232,2,2025-09-21,98595.54,6,0.2329,67.92,1,0.1586
233,2,2025-09-22,98816.21,6,0.2206,68.12,2,0.1994
234,2,2025-09-23,99128.72,6,0.2416,69.49,0,0.1408
235,2,2025-09-24,99529.1,6,0.1357,67.26,2,0.1849
236,2,2025-09-25,99740.62,6,0.8233,68.63,0,0.2165
237,2,2025-09-26,99972.44,6,0.4735,62.86,1,0.1271
238,2,2025-09-27,100216.97,6,0.2487,69.71,1,0.1847
239,2,2025-09-28,100702.9,6,0.2713,65.99,1,0.1386
240,2,2025-09-29,101157.5,6,0.2416,67.12,1,0.1492
241,2,2025-09-30,101639.52,6,0.19,67.76,1,0.1515
242,2,2025-10-01,101927.94,6,0.2585,69.68,2,0.2258
243,2,2025-10-02,102352.86,6,0.2172,67.38,0,0.109
244,2,2025-10-03,102653.68,6,0.1559,68.71,0,0.1241
245,2,2025-10-04,102890.45,6,0.1404,68.25,1,0.1581
246,2,2025-10-05,103221.5,6,0.1681,69.03,0,0.1284
247,2,2025-10-06,103525.41,6,0.1655,61.97,0,0.0342
248,2,2025-10-07,103867.91,6,0.139,70.19,2,0.2239
249,2,2025-10-08,104260.3,6,0.1647,69.72,1,0.1776
250,2,2025-10-09,104475.66,6,0.1442,60.75,2,0.098
251,2,2025-10-10,104960.69,6,0.2001,62.22,0,0.0376
252,2,2025-10-11,105392.98,6,0.3084,68.06,0,0.1318
253,2,2025-10-12,105816.48,6,0.2372,68.6,0,0.1283
254,2,2025-10-13,106046.18,6,0.3038,84.46,2,0.4297
255,2,2025-10-14,106418.45,6,0.2721,64.14,1,0.114
256,2,2025-10-15,106821.27,6,0.2255,65.57,1,0.1261
257,2,2025-10-16,107310.69,6,0.2602,61.47,0,0.0366
258,2,2025-10-17,107796.87,6,0.156,63.92,0,0.0603
259,2,2025-10-18,108176.08,6,0.3296,60.43,2,0.1132
260,2,2025-10-19,108545.72,6,0.1601,62.58,0,0.0425
261,2,2025-10-20,108789.53,6,0.5145,67.33,1,0.1929
262,2,2025-10-21,109069.15,6,0.2868,66.25,0,0.1044
263,2,2025-10-22,109404.01,6,0.1936,65.39,1,0.1198
264,2,2025-10-23,109892.3,6,0.7764,62.61,0,0.1293
265,2,2025-10-24,110206.54,6,0.329,66.19,1,0.1499
266,2,2025-10-25,110678.21,6,0.2409,68.03,1,0.1612
267,2,2025-10-26,111153.51,6,0.3215,63.47,1,0.1125
268,2,2025-10-27,111638.15,6,0.165,68.85,0,0.126
269,2,2025-10-28,112049.75,6,0.2144,62.34,0,0.0413
270,2,2025-10-29,112404.02,6,0.3124,67.35,1,0.1628
271,2,2025-10-30,112627.04,6,0.1748,67.87,0,0.113
272,2,2025-10-31,113082.1,6,0.2363,67.52,0,0.1138
273,2,2025-11-01,113360.72,6,0.1676,66.9,0,0.0999
274,2,2025-11-02,113671.82,6,0.6475,63.4,2,0.2005
275,2,2025-11-03,113980.13,6,0.3078,66.77,1,0.1544
276,2,2025-11-04,114393.83,6,0.182,62.28,1,0.0784
277,2,2025-11-05,114829.65,6,0.7869,61.56,0,0.1169
278,2,2025-11-06,115185.26,6,0.8698,63.53,0,0.1555
279,2,2025-11-07,115392.57,6,0.1495,82.8,1,0.352
280,2,2025-11-08,115606.64,6,0.1753,64.44,0,0.0672
281,2,2025-11-09,116011.49,6,0.2562,61.57,1,0.0773
282,2,2025-11-10,116212.44,6,0.2769,66.29,0,0.1034
283,2,2025-11-11,116557.4,6,0.1721,67.66,2,0.1902
284,2,2025-11-12,116866.05,6,0.2115,62.8,1,0.087
285,2,2025-11-13,117243.3,6,0.2947,89.16,1,0.451
286,2,2025-11-14,117725.65,6,0.2039,67.93,1,0.1543
287,2,2025-11-15,118159.86,6,0.2868,65.72,2,0.1773
288,2,2025-11-16,118549.94,6,0.2926,63.92,2,0.1542
289,2,2025-11-17,118801.66,6,0.1946,67.94,2,0.1939
290,2,2025-11-18,119005.79,6,0.1986,65.5,0,0.0813
291,2,2025-11-19,119412.17,6,0.1591,70.85,2,0.2327
292,2,2025-11-20,119906.67,6,0.2435,84.58,1,0.3823
293,2,2025-11-21,120342.83,6,0.2193,63.64,1,0.0995
294,2,2025-11-22,120735.08,6,0.1795,64.01,2,0.1415
295,2,2025-11-23,120998.83,6,0.3187,69.67,0,0.1547
296,2,2025-11-24,121309.11,6,0.319,65.84,0,0.1038
297,2,2025-11-25,121589.43,6,0.1665,63.51,2,0.1348
298,2,2025-11-26,121982.59,6,0.2849,66.19,1,0.1433
299,2,2025-11-27,122383.57,6,0.1936,67.31,0,0.1054
300,2,2025-11-28,122745.31,6,0.1995,68.49,0,0.1212
301,2,2025-11-29,123170.93,6,0.2905,65.57,2,0.1759
302,2,2025-11-30,123531.43,6,0.1331,67.89,0,0.1132
303,2,2025-12-01,123885.35,6,0.9252,62.11,1,0.1849
304,2,2025-12-02,124306.24,6,0.2343,65.46,2,0.1659
305,2,2025-12-03,124560.98,6,0.1396,69.86,1,0.1794
306,2,2025-12-04,124922.63,6,0.1457,68.83,2,0.2057
307,2,2025-12-05,125285.25,6,0.1357,65.58,0,0.0824
308,2,2025-12-06,125577.06,6,0.1821,62.35,1,0.0793
309,2,2025-12-07,125862.83,6,0.1477,64.22,1,0.1043
310,2,2025-12-08,126241.83,6,0.1624,70.88,0,0.153
311,2,2025-12-09,126470.09,6,0.188,68.63,2,0.203
312,2,2025-12-10,126845.98,6,0.2159,65.29,1,0.121
313,2,2025-12-11,127187.21,6,0.1991,64.55,0,0.0687
314,2,2025-12-12,127655.51,6,0.2648,69.55,2,0.2251
315,2,2025-12-13,128030.87,6,0.2748,71.2,0,0.1685
316,2,2025-12-14,128368.92,6,0.6968,68.46,2,0.2753
317,2,2025-12-15,128763.39,6,0.2532,67.27,2,0.1929
318,2,2025-12-16,129155.17,6,0.31,71.01,2,0.2513
319,2,2025-12-17,129562.5,6,0.1344,62.28,2,0.1184
320,2,2025-12-18,129962.82,6,0.1531,68.06,2,0.1954
321,2,2025-12-19,130249.89,6,0.7156,63.31,0,0.1295
322,2,2025-12-20,130642.62,6,0.1517,65.16,1,0.1168
323,2,2025-12-21,130945.66,6,0.2712,70.57,2,0.2396
324,2,2025-12-22,131391.97,6,0.2096,62.15,1,0.0781
325,2,2025-12-23,131805.95,6,0.2429,65.09,2,0.1623
326,2,2025-12-24,132169.85,6,0.1527,89.31,1,0.4388
327,2,2025-12-25,132544.67,6,0.1695,68.46,0,0.1208
328,2,2025-12-26,132951.27,6,0.3009,88.39,0,0.4017
329,2,2025-12-27,133353.91,6,0.3193,69.73,1,0.1956
330,2,2025-12-28,133777.65,6,0.2001,66.45,1,0.134
331,2,2025-12-29,134050.59,6,0.2236,71.51,1,0.2051
332,2,2025-12-30,134324.52,6,0.2116,67.23,0,0.1061
333,2,2025-12-31,134684.35,6,0.2872,64.34,2,0.1589
334,2,2026-01-01,135053.41,6,0.177,68.1,0,0.116
335,2,2026-01-02,135481.87,6,0.232,70.69,1,0.1953
336,2,2026-01-03,135980.21,6,0.1804,69.09,1,0.1692
337,2,2026-01-04,136237.06,6,0.3148,64.47,2,0.1648
338,2,2026-01-05,136727.04,6,0.2416,64.97,2,0.1605
339,2,2026-01-06,137000.01,6,0.1416,65.22,2,0.1576
340,2,2026-01-07,137220.56,6,0.1317,63.0,2,0.128
341,2,2026-01-08,137676.94,6,0.3196,66.64,0,0.1145
342,2,2026-01-09,137980.66,6,0.217,67.33,0,0.1083
343,2,2026-01-10,138382.73,6,0.2231,70.49,0,0.1513
344,2,2026-01-11,138798.8,6,0.2952,68.52,0,0.1359
345,2,2026-01-12,139122.64,6,0.1661,69.41,0,0.1335
346,2,2026-01-13,139602.51,6,0.1646,70.31,2,0.2255
347,2,2026-01-14,139881.05,6,0.7247,67.21,1,0.2228
348,2,2026-01-15,140155.96,6,0.149,63.02,1,0.0883
349,2,2026-01-16,140596.16,6,0.2634,70.83,2,0.242
350,2,2026-01-17,141040.19,6,0.2552,65.7,2,0.1723
351,2,2026-01-18,141507.91,6,0.1521,70.73,0,0.151
352,2,2026-01-19,141808.4,6,0.1464,71.74,1,0.2046
353,2,2026-01-20,142172.9,6,0.2898,67.22,2,0.1978
354,2,2026-01-21,142482.06,6,0.2914,62.4,2,0.1337
355,2,2026-01-22,142792.33,6,0.1507,71.17,0,0.1569
356,2,2026-01-23,143045.26,6,0.2705,66.82,1,0.1495
357,2,2026-01-24,143352.92,6,0.2429,67.16,2,0.1899
358,2,2026-01-25,143819.28,6,0.2752,87.21,1,0.4221
359,2,2026-01-26,144247.89,6,0.297,72.02,1,0.2228
360,2,2026-01-27,144450.56,6,0.1361,69.07,0,0.1289
361,3,2025-08-01,93675.84,9,0.2143,65.73,0,0.0905
362,3,2025-08-02,94129.72,9,0.1812,67.27,2,0.1889
363,3,2025-08-03,94414.64,9,0.3025,67.25,0,0.1241
364,3,2025-08-04,94798.74,9,0.2595,63.25,0,0.0643
365,3,2025-08-05,95217.58,9,0.2845,61.75,2,0.128
366,3,2025-08-06,95639.65,9,0.2684,66.02,2,0.1825
367,3,2025-08-07,95873.78,9,0.2652,68.88,0,0.1402
368,3,2025-08-08,96148.44,9,0.3253,69.42,2,0.2364
369,3,2025-08-09,96442.57,9,0.3108,63.54,0,0.0759
370,3,2025-08-10,96754.05,9,0.3105,65.01,0,0.0954
371,3,2025-08-11,97157.44,9,0.1604,60.08,1,0.053
372,3,2025-08-12,97595.25,9,0.3363,67.61,1,0.174
373,3,2025-08-13,98069.89,9,0.2495,66.26,2,0.1829
374,3,2025-08-14,98474.66,9,0.2243,60.58,0,0.0233
375,3,2025-08-15,98813.73,9,0.1837,61.73,2,0.115
376,3,2025-08-16,99180.09,9,0.1852,66.67,0,0.1009
377,3,2025-08-17,99666.76,9,0.2263,86.75,2,0.4526
378,3,2025-08-18,99920.75,9,0.3437,68.16,0,0.1424
379,3,2025-08-19,100211.47,9,0.3028,63.52,2,0.1544
380,3,2025-08-20,100480.37,9,0.1933,63.96,1,0.1048
381,3,2025-08-21,100778.54,9,0.33,83.56,0,0.3457
382,3,2025-08-22,101015.97,9,0.2327,81.76,2,0.3871
383,3,2025-08-23,101307.18,9,0.2985,64.79,1,0.1306
384,3,2025-08-24,101712.26,9,0.1953,61.07,2,0.1063
385,3,2025-08-25,102133.36,9,0.3404,64.23,1,0.1295
386,3,2025-08-26,102614.69,9,0.2408,66.12,0,0.0997
387,3,2025-08-27,102900.68,9,0.1592,68.96,2,0.2115
388,3,2025-08-28,103278.35,9,0.1871,60.92,0,0.0242
389,3,2025-08-29,103608.06,9,0.2609,67.67,0,0.1234
390,3,2025-08-30,104054.32,9,0.3083,66.65,2,0.197
391,3,2025-08-31,104471.92,9,0.858,87.25,2,0.554
392,3,2025-09-01,104735.83,9,0.3152,67.28,1,0.1663
393,3,2025-09-02,105041.23,9,0.3381,64.93,0,0.0985
394,3,2025-09-03,105368.2,9,0.2706,67.32,2,0.2001
395,3,2025-09-04,105728.95,9,0.2032,65.71,2,0.1686
396,3,2025-09-05,106179.33,9,0.1704,61.79,2,0.1159
397,3,2025-09-06,106401.63,9,0.2895,62.4,1,0.0975
398,3,2025-09-07,106713.07,9,0.9471,67.42,0,0.223
399,3,2025-09-08,107128.35,9,0.1909,63.45,2,0.1379
400,3,2025-09-09,107450.78,9,0.1668,69.69,1,0.1812
401,3,2025-09-10,107905.07,9,0.2034,67.81,0,0.1166
402,3,2025-09-11,108156.72,9,0.1733,70.19,2,0.2279
403,3,2025-09-12,108577.63,9,0.2287,66.71,0,0.1058
404,3,2025-09-13,108966.84,9,0.3226,64.32,0,0.088
405,3,2025-09-14,109443.5,9,0.2163,70.03,2,0.2282
406,3,2025-09-15,109852.57,9,0.2745,70.01,1,0.1967
407,3,2025-09-16,110169.25,9,0.1886,68.26,0,0.1221
408,3,2025-09-17,110516.24,9,0.1613,65.45,2,0.1647
409,3,2025-09-18,110989.88,9,0.2526,60.89,1,0.0718
